names,scores,logfoldchanges,pvals,pvals_adj,log2fc,actual_fold_change
CPNE7,-6.9688597,-0.64708644,3.1952032706094503e-12,2.0531151007726757e-11,-0.9335484,0.523569
LAP3,-7.0182724,-0.52117187,2.2462837387586572e-12,1.461984992582891e-11,-0.7518921,0.59382427
DHRS11,-7.052974,-0.70576245,1.7513331368595612e-12,1.1537942696912459e-11,-1.0181999,0.493732
SLC39A14,-7.083289,-0.71316606,1.407723787880185e-12,9.335127286295776e-12,-1.0288811,0.49009007
SLC10A4,-7.1095247,-0.77715397,1.1644329865078534e-12,7.798611303502433e-12,-1.1211962,0.4597125
TPST2,-7.121083,-0.5088129,1.0708228591912128e-12,7.183863931438647e-12,-0.73406184,0.60120887
SYNGR3,-7.1216993,-0.54463017,1.0660449443675984e-12,7.163431793391924e-12,-0.78573525,0.5800563
CDC25A,-7.178681,-0.5948819,7.038709788181509e-13,4.781468373350887e-12,-0.85823315,0.55162776
SLC25A17,-7.1805854,-0.57751673,6.941353764998808e-13,4.723278379098177e-12,-0.83318055,0.56129044
NDUFAF5,-7.182241,-0.62802535,6.857796676368034e-13,4.670356134487741e-12,-0.9060491,0.5336445
DDX10,-7.1884537,-0.5371088,6.55291178076369e-13,4.4664867893019686e-12,-0.77488416,0.5844356
TMEM163,-7.1938887,-1.3555458,6.29716157231149e-13,4.299422994045638e-12,-1.9556391,0.25780654
TRAF4,-7.264322,-0.5002469,3.7491412399977827e-13,2.581569803534705e-12,-0.7217037,0.606381
CTXN1,-7.2672186,-0.90786314,3.669652611474076e-13,2.531151506650394e-12,-1.3097696,0.40338528
GCAT,-7.27418,-0.5158863,3.485307883656127e-13,2.408112213540679e-12,-0.7442666,0.5969713
CCNF,-7.2821693,-0.64509547,3.284946731978467e-13,2.281385619448846e-12,-0.93067604,0.5246124
PBK,-7.353097,-0.508855,1.9366657651729157e-13,1.3625826990680871e-12,-0.7341226,0.60118353
SCLY,-7.3894014,-0.8366568,1.4749108473832008e-13,1.0431571728821466e-12,-1.2070407,0.4331562
POLR3D,-7.39404,-0.5113864,1.4243316862122987e-13,1.0091514938190119e-12,-0.7377746,0.5996636
PPAN,-7.3949246,-0.5321359,1.4148830278525492e-13,1.0033371568011448e-12,-0.76770985,0.5873491
GGH,-7.405748,-0.5117214,1.3041338345288343e-13,9.272437483705452e-13,-0.7382579,0.5994628
MFHAS1,-7.4328356,-0.7201856,1.0629394253541519e-13,7.590947602639686e-13,-1.0390081,0.4866619
MYO19,-7.4780617,-0.56050754,7.542678876816724e-14,5.424952563494985e-13,-0.80864143,0.5709192
ARL4A,-7.4890857,-0.72916424,6.9355183897473e-14,5.010570843827276e-13,-1.0519617,0.48231193
NFIA,-7.500657,-0.9105333,6.349869900462427e-14,4.599811586191483e-13,-1.3136219,0.40230963
PNMT,-7.5347977,-0.60142624,4.8909249703647525e-14,3.565343049245136e-13,-0.86767465,0.5480294
COQ3,-7.5637803,-0.8146873,3.915202556901825e-14,2.8748264592814585e-13,-1.1753453,0.44277778
SURF2,-7.5888677,-0.5044929,3.227132964197747e-14,2.3847715417955353e-13,-0.7278294,0.6038117
SDCCAG3,-7.591979,-0.5284989,3.150556588058302e-14,2.3303155276325005e-13,-0.76246274,0.5894892
COMTD1,-7.5996466,-0.56721187,2.969406186807817e-14,2.200357226683187e-13,-0.8183137,0.5671044
TWISTNB,-7.616423,-0.5098217,2.608018831441553e-14,1.9432627399957035e-13,-0.73551726,0.6006027
AASDHPPT,-7.6668983,-0.5315371,1.7620562621951463e-14,1.3239707020721688e-13,-0.76684594,0.5877009
PUS1,-7.7220488,-0.50538296,1.1447446464515842e-14,8.706311214114355e-14,-0.72911346,0.6032745
WRN,-7.768829,-0.5540934,7.921502449706923e-15,6.076160995848321e-14,-0.7993878,0.57459295
FGF2,-7.8005133,-0.6153612,6.165589933580579e-15,4.751857814268162e-14,-0.8877786,0.5404456
TRIB2,-7.820818,-0.7721702,5.248121914317804e-15,4.048622798657584e-14,-1.114006,0.4620093
SRRD,-7.8223433,-0.5752066,5.184892394739679e-15,4.00750008347487e-14,-0.8298477,0.56258863
CREM,-7.8427253,-0.51370096,4.408722666801276e-15,3.417394719746056e-14,-0.74111384,0.5982773
PPOX,-7.884351,-0.7705393,3.1617535631753875e-15,2.4745623575356207e-14,-1.1116532,0.4627634
PPAT,-7.892421,-0.5474426,2.9638025041397165e-15,2.321884852176187e-14,-0.7897927,0.5784272
MTHFD1L,-7.9381156,-0.7387455,2.0527605456267777e-15,1.6319042251011304e-14,-1.0657845,0.4777128
TMOD1,-7.942533,-0.8005131,1.9809347942265538e-15,1.577910289247325e-14,-1.1548963,0.44909847
NBAS,-7.955699,-0.6199471,1.7812310294807755e-15,1.4258674950561174e-14,-0.8943946,0.53797287
GALNT2,-7.9635696,-0.5462067,1.6714580210412409e-15,1.3419847351839068e-14,-0.7880097,0.5791425
MAGEA6,-7.966722,-0.543188,1.6293836435534283e-15,1.309505640694631e-14,-0.7836546,0.58089346
KIF9,-7.9735355,-0.5025397,1.541981854491291e-15,1.241733543242887e-14,-0.7250115,0.6049922
B4GALT2,-7.979399,-0.65022033,1.4704710466089035e-15,1.1865129513946168e-14,-0.93806964,0.52193075
ASIC4,-7.9809937,-0.61551416,1.45159555621483e-15,1.1724537307547182e-14,-0.88799924,0.540363
STXBP6,-7.9811506,-0.7107119,1.4497540350770206e-15,1.172138472604314e-14,-1.0253406,0.49129435
RGCC,-7.986328,-0.84756094,1.3901720839536765e-15,1.1250921765625095e-14,-1.222772,0.4284587
HBD,-7.9902506,-0.6840123,1.3466468205666949e-15,1.0931523989665522e-14,-0.9868211,0.50458837
POP1,-7.992526,-0.6892138,1.3220175882885582e-15,1.0764048448192222e-14,-0.99432534,0.5019705
EXOSC5,-8.00012,-0.51726663,1.2429767134285253e-15,1.0140932236729494e-14,-0.746258,0.59614784
FEN1,-8.0067835,-0.51144105,1.1774715723626606e-15,9.616216268931455e-15,-0.73785347,0.5996309
PTPRF,-8.023766,-0.66832405,1.0255203003956921e-15,8.400737795432054e-15,-0.9641878,0.5125669
CENPM,-8.035768,-0.50094855,9.299459562044553e-16,7.656649835130872e-15,-0.722716,0.60595566
SPHK1,-8.036177,-0.7349454,9.268526010498204e-16,7.638967814978978e-15,-1.0603021,0.47953162
KLHDC10,-8.067677,-0.51634204,7.164860072853417e-16,5.935443570096108e-15,-0.7449241,0.59669924
SAP30,-8.130822,-0.5444251,4.2638942940925527e-16,3.572559565703895e-15,-0.7854394,0.5801753
GTPBP6,-8.130839,-0.7198271,4.263297202844707e-16,3.572559565703895e-15,-1.038491,0.48683643
FRA10AC1,-8.166973,-0.8984187,3.1622284935063023e-16,2.663328419400459e-15,-1.2961442,0.40721306
BYSL,-8.168896,-0.662354,3.112255768673448e-16,2.623975975321027e-15,-0.9555748,0.5156361
ABCB10,-8.179193,-0.62788767,2.8575113513201e-16,2.419299704886001e-15,-0.9058504,0.533718
HSPBP1,-8.252544,-0.57488,1.5505726359136885e-16,1.3266922860460659e-15,-0.8293765,0.5627724
POLR3G,-8.281267,-0.82675225,1.2187122950647368e-16,1.0527849419505752e-15,-1.1927514,0.43746775
SPRYD7,-8.333173,-0.5856017,7.87040587029288e-17,6.84276299401029e-16,-0.84484464,0.55677074
HIST1H4C,-8.3383255,-0.5326369,7.535002507878842e-17,6.56528751414643e-16,-0.76843256,0.5870549
DOHH,-8.364485,-0.62845314,6.037829690069032e-17,5.277873420637183e-16,-0.9066662,0.5334163
HRAS,-8.3758335,-0.5172421,5.483457769775771e-17,4.82460658022646e-16,-0.74622256,0.59616244
FAM216A,-8.378147,-0.6728232,5.3767264549390167e-17,4.735858187191105e-16,-0.9706787,0.51026595
SERPINF1,-8.403163,-0.58873963,4.346095644992555e-17,3.8490586101540424e-16,-0.84937173,0.5550264
SRPRB,-8.426576,-0.56928164,3.5592721923177744e-17,3.180115209883923e-16,-0.8212998,0.56593186
THUMPD1,-8.426913,-0.57692957,3.5490135150221394e-17,3.1744609258952183e-16,-0.83233345,0.5616201
ENOPH1,-8.440659,-0.6123467,3.155547310781871e-17,2.844570940757274e-16,-0.8834296,0.5420773
MRPS2,-8.520236,-0.5295749,1.5922816670506952e-17,1.4564959257948433e-16,-0.764015,0.58885527
RPF1,-8.52228,-0.5038159,1.5644287875783443e-17,1.4326407389195337e-16,-0.72685266,0.6042206
AMOTL1,-8.522835,-0.7196311,1.556951695927289e-17,1.4274119010221013e-16,-1.0382081,0.48693183
SLC2A1,-8.575126,-0.6237971,9.89786217348412e-18,9.168008345783398e-17,-0.899949,0.53590566
CMAS,-8.579007,-0.5271932,9.569576513291029e-18,8.894530437037013e-17,-0.760579,0.59025943
BAG2,-8.592882,-0.5028725,8.481429841056617e-18,7.919596396094138e-17,-0.7254917,0.60479087
CFAP20,-8.599048,-0.55890554,8.038037812954813e-18,7.531697379957776e-17,-0.80633026,0.57183456
BOP1,-8.632038,-0.6160064,6.026838856609193e-18,5.693424262553503e-17,-0.88870937,0.54009706
RPF2,-8.637225,-0.5466117,5.7594600424629546e-18,5.4472082860624455e-17,-0.788594,0.57890797
MAK16,-8.736896,-0.69993955,2.396029996947891e-18,2.3176927287842056e-17,-1.0097994,0.49661532
CCDC86,-8.743792,-0.6014278,2.2541518665452412e-18,2.183067700969534e-17,-0.8676769,0.5480286
COA7,-8.750058,-0.51932263,2.132428292555509e-18,2.0726381851950478e-17,-0.7492242,0.5949234
GNPNAT1,-8.757371,-0.83881897,1.9985731630108538e-18,1.9448765587516465e-17,-1.21016,0.4322207
IMP4,-8.771121,-0.5002906,1.7689660815641058e-18,1.725596502511266e-17,-0.7217667,0.6063545
B4GALT3,-8.784352,-0.5791178,1.572679496221087e-18,1.5378368391014187e-17,-0.83549035,0.56039256
AFMID,-8.799006,-0.7556007,1.3803265360177238e-18,1.3530215329387325e-17,-1.0901014,0.46972835
HRSP12,-8.80172,-0.54805076,1.3473565529410561e-18,1.3223084906567326e-17,-0.7906701,0.5780755
TFAP2B,-8.828407,-1.239216,1.0617652176907314e-18,1.047115709803179e-17,-1.7878107,0.2896112
ZMYND19,-8.86893,-0.55222094,7.385200344757822e-19,7.346091525198143e-18,-0.7966864,0.5756699
ADK,-8.881174,-0.66953707,6.615814674685159e-19,6.605183575702353e-18,-0.9659378,0.51194555
ICT1,-8.89181,-0.5355464,6.012106388443104e-19,6.039774042220764e-18,-0.77263016,0.5853493
ESAM,-8.893309,-1.0103654,5.931583780185333e-19,5.9737409217652036e-18,-1.4576491,0.3640859
C6orf25,-8.901175,-0.68175626,5.525898083853964e-19,5.572119703281956e-18,-0.98356634,0.505728
AK6,-8.911253,-0.5100316,5.04588841775468e-19,5.1008311326914326e-18,-0.73582006,0.6004766
COPS8,-8.938144,-0.5444951,3.957626683373884e-19,4.0451729968476055e-18,-0.7855404,0.58013463
PTS,-8.961769,-0.52220047,3.19509175281544e-19,3.291678072383968e-18,-0.753376,0.5932138
GOT2,-8.965046,-0.51040554,3.101502729293854e-19,3.199340682567875e-18,-0.73635954,0.6002521
PRC1,-8.972215,-0.5772269,2.9061145544206276e-19,3.0016224112602823e-18,-0.83276236,0.56145316
MYH10,-8.982001,-0.6326221,2.658847864182024e-19,2.7532710511536166e-18,-0.9126808,0.5311971
WDR77,-8.991682,-0.5541722,2.434758178473044e-19,2.5244597955746823e-18,-0.7995015,0.57454765
OXNAD1,-8.995194,-0.84142214,2.3581345191713338e-19,2.4481558497875143e-18,-1.2139156,0.431097
LSM12,-9.012443,-0.5452535,2.0151733152255428e-19,2.105634523554555e-18,-0.78663456,0.5796948
FDXR,-9.013757,-0.7315193,1.9911618047386622e-19,2.083240142082147e-18,-1.0553592,0.48117742
GATA2,-9.062632,-0.6919619,1.2734027053096822e-19,1.3462400066474219e-18,-0.99829,0.500593
TUBG1,-9.06858,-0.58156776,1.2057820525955855e-19,1.2797768250741845e-18,-0.8390249,0.55902123
CENPH,-9.078132,-0.5149976,1.1045486047674185e-19,1.1754201687360262e-18,-0.7429845,0.597502
DIMT1,-9.092747,-0.64353013,9.656772786540934e-20,1.0289941134154504e-18,-0.92841774,0.5254343
FXN,-9.120721,-0.6505236,7.46261432637236e-20,8.004719244901667e-19,-0.9385072,0.5217725
TK1,-9.141985,-0.5459324,6.131660628607373e-20,6.612205994293959e-19,-0.787614,0.5793014
CTSH,-9.151074,-0.570942,5.637020861242721e-20,6.095075970047852e-19,-0.8236952,0.56499296
CDC45,-9.155023,-0.5278262,5.434663430110059e-20,5.884152349195569e-19,-0.76149225,0.5898859
RP11-844P9.2,-9.188552,-0.9185346,3.9816583711745983e-20,4.328378824223046e-19,-1.3251653,0.39910346
ASNS,-9.232533,-1.3688244,2.6430501387303878e-20,2.892671540721591e-19,-1.974796,0.2544059
HOXC9,-9.253864,-0.6329476,2.1651899268008643e-20,2.372895391963444e-19,-0.91315037,0.5310242
C1orf109,-9.288351,-0.72996575,1.5669695530976778e-20,1.7337552164890335e-19,-1.053118,0.48192552
PIK3CD-AS2,-9.326245,-0.9169286,1.0968763462471522e-20,1.2253762446249305e-19,-1.3228483,0.39974493
GART,-9.33067,-0.5104369,1.0520308842762973e-20,1.1769049102908108e-19,-0.7364048,0.60023326
AK4,-9.353156,-0.7068412,8.507091756192836e-21,9.569885809856482e-20,-1.0197562,0.49319968
STAT5A,-9.359326,-0.55555683,8.02463425761131e-21,9.052370237252312e-20,-0.80149907,0.5737527
CORO1C,-9.37348,-0.5053341,7.017995248907348e-21,7.950118881546233e-20,-0.72904295,0.603304
RAD23B,-9.402148,-0.5140933,5.346040278115676e-21,6.081685538921171e-20,-0.74167985,0.5980426
BCCIP,-9.404639,-0.58751214,5.2209114847690254e-21,5.947715382578197e-20,-0.8476008,0.5557081
EIF2B3,-9.409377,-0.67484057,4.990856439224317e-21,5.693664895425821e-20,-0.9735891,0.5092376
TIMM9,-9.440988,-0.54255694,3.6928289252127766e-21,4.230777195594837e-20,-0.7827442,0.58126014
MAGOHB,-9.453302,-0.57563573,3.283055364012276e-21,3.777384355431218e-20,-0.8304668,0.5623473
EMP2,-9.532469,-1.0083059,1.5358625813708702e-21,1.792653478285046e-20,-1.4546779,0.3648365
DMWD,-9.540946,-0.97076607,1.4153472260117e-21,1.6543790947172938e-20,-1.4005194,0.37879273
SLC25A33,-9.557658,-0.518985,1.2045089159132887e-21,1.4120201036040107e-20,-0.74873704,0.5951243
RP11-134O21.1,-9.55803,-1.4813344,1.2001938914251432e-21,1.4090066949187328e-20,-2.1371138,0.22733413
TUBB6,-9.569523,-0.6549068,1.0740015838839755e-21,1.2645351010249082e-20,-0.9448308,0.5194904
SSBP4,-9.586334,-0.52723867,9.127001395047118e-22,1.0793380712707991e-20,-0.7606446,0.59023255
VBP1,-9.5879545,-0.5121664,8.984886534951547e-22,1.0640898613314317e-20,-0.7388999,0.5991961
LEPR,-9.608234,-1.4337667,7.380357314541206e-22,8.779255674454981e-21,-2.0684881,0.23840922
CCNA2,-9.621155,-0.52124834,6.50961798270145e-22,7.754894461103187e-21,-0.7520024,0.59377885
SNTA1,-9.647272,-1.2747582,5.048077755128455e-22,6.0404924486181534e-21,-1.8390874,0.27949855
POLR3H,-9.661878,-0.57946044,4.37763883487247e-22,5.26163524840252e-21,-0.8359847,0.5602006
HMGN5,-9.685264,-0.5239876,3.4830808316185682e-22,4.2052083523143764e-21,-0.7559543,0.59215456
C12orf45,-9.692708,-0.617009,3.2382634394844515e-22,3.915487095915556e-21,-0.8901558,0.53955585
RRP1,-9.696229,-0.5669963,3.1284932080326895e-22,3.788431730326842e-21,-0.8180027,0.5672267
DNAJC6,-9.761898,-1.6099626,1.6405488178397134e-22,2.0076837578320254e-21,-2.322685,0.1998951
ATAD3A,-9.827091,-0.6219691,8.606863889775135e-23,1.0629608507295683e-21,-0.89731175,0.5368862
PMF1,-9.83913,-0.5127212,7.636810378686307e-23,9.446021045734961e-22,-0.7397003,0.5988637
HBA1,-9.839435,-0.83891827,7.61374198332618e-23,9.431931594988582e-22,-1.2103032,0.43217775
TRMT10C,-9.847517,-0.5090352,7.025851881494172e-23,8.743883766845673e-22,-0.73438257,0.60107523
ERI3,-9.851051,-0.5615887,6.78305318661576e-23,8.454740831527082e-22,-0.8102012,0.5703023
NDUFAF4,-9.858306,-0.59300244,6.310529990348738e-23,7.877921287797026e-22,-0.8555217,0.5526654
RFESD,-9.869132,-0.8514434,5.665293662321953e-23,7.08337103878861e-22,-1.2283732,0.42679843
GNB1L,-9.886645,-0.6126012,4.7570243980380237e-23,5.96622454393682e-22,-0.88379675,0.5419393
RUVBL2,-9.8981285,-0.52410406,4.2413677191524004e-23,5.352738604311553e-22,-0.75612235,0.5920856
FAM65C,-9.91755,-1.390626,3.4922327651838977e-23,4.414204075804435e-22,-2.0062492,0.24891944
ACP5,-9.927669,-0.76748353,3.1554745683149726e-23,3.994791236407529e-22,-1.1072447,0.4641797
RFC3,-9.952178,-0.54717964,2.467240396803397e-23,3.148167564767936e-22,-0.78941333,0.5785793
SLC25A4,-10.032837,-0.5865684,1.0932972067114753e-23,1.4128898461773736e-22,-0.8462393,0.5562328
PSMD7,-10.037199,-0.5060271,1.0460243166857838e-23,1.3539644881203647e-22,-0.7300428,0.602886
HMGCS1,-10.056173,-0.82042474,8.628720133381721e-24,1.124099556731035e-22,-1.1836227,0.44024462
FAM83A,-10.058533,-0.63495564,8.424491002702017e-24,1.0992667823719577e-22,-0.91604733,0.529959
RUVBL1,-10.064493,-0.56641304,7.929506043381348e-24,1.03635307948853e-22,-0.81716126,0.5675576
EMC8,-10.082534,-0.5289378,6.600190597269085e-24,8.654178482815325e-23,-0.763096,0.5892305
KIF2A,-10.082828,-0.5592306,6.580440256392077e-24,8.64231153672826e-23,-0.80679923,0.5716487
C12orf73,-10.085852,-0.6649842,6.380949088218973e-24,8.393961854323232e-23,-0.9593694,0.51428163
CRYAB,-10.087777,-1.3915188,6.257035300317045e-24,8.24438403273422e-23,-2.0075374,0.24869727
PKIG,-10.089433,-0.6946461,6.152396772487918e-24,8.119756328657666e-23,-1.0021625,0.49925107
ANP32E,-10.127436,-0.5061087,4.174550471751071e-24,5.52751543612023e-23,-0.73016053,0.60283685
HCCS,-10.132515,-0.6779523,3.963206905675626e-24,5.264937858082571e-23,-0.9780784,0.5076555
FAM184A,-10.212432,-0.8458075,1.744375411425979e-24,2.3326689069681512e-23,-1.2202423,0.42921063
HMBS,-10.269295,-0.58135945,9.69108370962163e-25,1.3133369651445286e-23,-0.8387244,0.55913776
ERMAP,-10.276745,-1.1140071,8.970650752962812e-25,1.2177469938097586e-23,-1.6071725,0.32824102
MCUR1,-10.293106,-0.503502,7.569439739054821e-25,1.0310010922823911e-23,-0.72639984,0.60441023
SLC7A5,-10.293308,-0.8262475,7.553532009917245e-25,1.0305722642584727e-23,-1.1920232,0.43768865
MRPL3,-10.2997875,-0.51745194,7.061716936957956e-25,9.667370796577866e-24,-0.74652535,0.5960374
PDLIM1,-10.331624,-0.6073232,5.069491175757522e-25,6.975516222588332e-24,-0.8761822,0.54480726
CLTB,-10.354855,-0.5167166,3.977888068333703e-25,5.501609919166321e-24,-0.74546444,0.5964758
IFRD2,-10.360109,-0.62775326,3.7653134035127033e-25,5.216541399686468e-24,-0.9056565,0.53378975
RELN,-10.369863,-0.9170452,3.400117732300973e-25,4.7268073879165164e-24,-1.3230165,0.39969832
GLRX3,-10.374241,-0.6002214,3.2478279081315935e-25,4.522880347237738e-24,-0.86593646,0.54869014
CENPF,-10.429333,-0.5143314,1.8216326314138532e-25,2.558839437205164e-24,-0.74202335,0.5979002
UBE2T,-10.481467,-0.5859942,1.051003700696101e-25,1.4971705274289961e-24,-0.8454109,0.5565523
TRIAP1,-10.484745,-0.52368927,1.0151884813205519e-25,1.451270329845327e-24,-0.7555239,0.59233123
EXOSC8,-10.522801,-0.5765406,6.782610150858527e-26,9.765265987252107e-25,-0.83177227,0.5618386
GARS,-10.536573,-0.6387262,5.85952383098842e-26,8.466435417333357e-25,-0.9214871,0.5279645
SLC38A5,-10.556633,-0.9080455,4.733376646864332e-26,6.8515202825668845e-25,-1.3100327,0.40331173
PDCD11,-10.621374,-0.61602634,2.3704555705041356e-26,3.4559873001736293e-25,-0.88873816,0.5400863
SLC39A8,-10.689924,-0.7160026,1.1346343348225188e-26,1.6815489031855934e-25,-1.0329734,0.48870188
GDF15,-10.7022705,-1.3244495,9.931457651221393e-27,1.4772814631476093e-25,-1.9107767,0.26594934
CCDC124,-10.705944,-0.50262177,9.545308291248946e-27,1.4224622706350137e-25,-0.72512996,0.60494256
SSSCA1,-10.723356,-0.63346314,7.908057242568687e-27,1.1850348487611741e-25,-0.9138941,0.5307505
CARM1,-10.742195,-0.7151634,6.449221320331663e-27,9.700253371381535e-26,-1.0317627,0.48911217
SOCS2,-10.764995,-0.5466381,5.0364238670164e-27,7.603587957736721e-26,-0.78863204,0.5788927
TSTA3,-10.806419,-0.7105429,3.2095601454319676e-27,4.9097760027753795e-26,-1.0250968,0.49137732
PNO1,-10.816508,-0.73333013,2.875248194363719e-27,4.406713409084584e-26,-1.0579717,0.48030683
RAC3,-10.821252,-0.5694794,2.730233093010426e-27,4.192413059362208e-26,-0.8215851,0.5658199
SLC1A5,-10.85245,-0.59855497,1.9415036966551525e-27,3.00412363177848e-26,-0.8635323,0.54960525
ZFP36L1,-10.863485,-0.87179655,1.7205472759130117e-27,2.667343636765719e-26,-1.2577366,0.41819957
CTSL,-10.908015,-0.6453693,1.0553485941659e-27,1.6519477897437933e-26,-0.9310711,0.52446884
TIMM8A,-10.938525,-0.61414945,7.541672053760726e-28,1.1850989334285095e-26,-0.8860304,0.541101
GSPT1,-10.950831,-0.5204784,6.584068380958357e-28,1.0406951137573512e-26,-0.7508916,0.59423614
TKFC,-10.953814,-1.1337415,6.37074555797642e-28,1.0109334355948043e-26,-1.6356432,0.32182688
MLLT3,-10.970265,-1.2036031,5.311617010915815e-28,8.445261928576188e-27,-1.7364323,0.3001109
PSMD14,-10.977305,-0.5376676,4.913624809760578e-28,7.843349325777903e-27,-0.7756903,0.58410907
YARS,-10.992467,-0.56322247,4.154129437525789e-28,6.644139300375406e-27,-0.81255823,0.56937134
WASF1,-11.036836,-1.5502307,2.5381577718054014e-28,4.091956152269906e-27,-2.2365103,0.212199
MYBL2,-11.084011,-0.5649336,1.4999830765491413e-28,2.4279285188952734e-27,-0.8150269,0.56839794
GLRX5,-11.117625,-0.50443816,1.0297626482113676e-28,1.6701592187958263e-27,-0.7277504,0.6038447
SAE1,-11.128327,-0.5772336,9.13333498997124e-29,1.4872973127822118e-27,-0.8327721,0.5614494
BIRC5,-11.155221,-0.5531139,6.75251959430584e-29,1.108538633398542e-27,-0.79797465,0.57515603
SLC27A5,-11.185597,-0.62367445,4.796657456615154e-29,7.922822551550225e-28,-0.89977205,0.5359714
FASN,-11.187714,-0.625341,4.6835569548025086e-29,7.7518626073647255e-28,-0.9021764,0.53507894
MLLT11,-11.191064,-0.7628487,4.509889551880895e-29,7.49513948776584e-28,-1.100558,0.4663361
SNRPD3,-11.202963,-0.51288456,3.943206612199535e-29,6.580429712135463e-28,-0.739936,0.5987659
TMEM98,-11.220335,-0.64281005,3.240417388562826e-29,5.441341215680239e-28,-0.9273789,0.5258128
NXT1,-11.237746,-0.6463399,2.66088509952541e-29,4.505653867686947e-28,-0.93247133,0.52396
TSPAN13,-11.238541,-0.7755772,2.637066245628159e-29,4.474702534861059e-28,-1.1189214,0.46043795
HIGD1A,-11.288192,-0.5415421,1.500929718424822e-29,2.56300408788949e-28,-0.7812801,0.5818503
MRPS7,-11.314994,-0.51123595,1.1061031083289222e-29,1.89279550973998e-28,-0.7375576,0.59975386
MRPL42,-11.359698,-0.59695375,6.637323495399132e-30,1.1430631529283324e-28,-0.8612222,0.550486
WBSCR22,-11.378573,-0.6569709,5.346697474450468e-30,9.267226502389791e-29,-0.9478087,0.51841927
FAM162A,-11.411535,-0.60453326,3.6620623630650845e-30,6.402267901834781e-29,-0.87215716,0.5463294
PSMD11,-11.43091,-0.59155285,2.9302246433024783e-30,5.156301621776497e-29,-0.8534304,0.55346715
NDUFA12,-11.435306,-0.5077526,2.785527352901023e-30,4.9123808797776336e-29,-0.73253214,0.60184664
C19orf24,-11.479997,-0.5156313,1.662861163784411e-30,2.9389342713099976e-29,-0.74389875,0.5971235
REXO2,-11.488809,-0.574645,1.5016922676034436e-30,2.659905360840573e-29,-0.8290375,0.56290466
GINS2,-11.524112,-0.62363064,9.97353007813352e-31,1.7743656925348995e-29,-0.8997088,0.5359949
DCUN1D5,-11.539097,-0.5255442,8.380035509816008e-31,1.4974678498403517e-29,-0.75820005,0.5912335
EMC6,-11.541938,-0.5482987,8.107765058515581e-31,1.4520270150250632e-29,-0.79102784,0.5779322
NUDC,-11.575314,-0.5121835,5.496962064733433e-31,9.910482722511592e-30,-0.73892456,0.5991858
METTL5,-11.634115,-0.5218015,2.7644288445563986e-31,5.0175936578611305e-30,-0.7528004,0.5934505
ALAS2,-11.703474,-1.4592845,1.223405124886005e-31,2.250898221800515e-30,-2.1053026,0.2324025
SQLE,-11.728925,-0.61354256,9.060231410967539e-32,1.6822871058939034e-30,-0.8851548,0.5414294
DTYMK,-11.737812,-0.5122125,8.156984459534619e-32,1.5250917472143776e-30,-0.73896646,0.5991685
YIF1A,-11.743794,-0.594004,7.599895662731603e-32,1.4275431922763526e-30,-0.8569666,0.5521122
MRTO4,-11.753206,-0.6350633,6.798899306333525e-32,1.2860587751113791e-30,-0.91620266,0.5299019
RRP9,-11.881203,-0.77763575,1.4821992128451176e-32,2.8436396774703123e-31,-1.1218913,0.45949107
CTTN,-11.898971,-0.96756786,1.1981571583238376e-32,2.3151950640625928e-31,-1.3959054,0.38000613
FKBP4,-11.924586,-0.6729587,8.812069375798771e-33,1.7192049359499198e-31,-0.97087413,0.5101968
TIMM10,-11.935619,-0.5495183,7.718198117595417e-33,1.513104033879082e-31,-0.7927873,0.57722783
KLF1,-12.05247,-0.7782023,1.882238482419207e-33,3.753787709259243e-32,-1.1227086,0.4592308
SNHG15,-12.075015,-0.731019,1.4313794041338174e-33,2.87593319581812e-32,-1.0546376,0.48141813
ICAM2,-12.078787,-1.0285909,1.367220905807773e-33,2.7538761237429883e-32,-1.483943,0.35751036
PIH1D1,-12.103011,-0.62085265,1.0180710809975468e-33,2.0660703822153732e-32,-0.89570105,0.53748596
MRPL37,-12.119643,-0.5077093,8.312040423457936e-34,1.6910919521478527e-32,-0.73246974,0.6018727
PVT1,-12.127115,-1.4770069,7.587545900936077e-34,1.5475911172187043e-32,-2.1308706,0.22832006
NUDT5,-12.155929,-0.6053639,5.335184424309599e-34,1.0937128069834678e-32,-0.8733555,0.5458757
NTMT1,-12.15606,-0.6016098,5.326593586724383e-34,1.0937128069834678e-32,-0.86793953,0.54792887
PCMT1,-12.198596,-0.60172766,3.1622768374991655e-34,6.532406653831396e-33,-0.8681095,0.54786426
NOLC1,-12.199534,-0.68750393,3.1260710172795283e-34,6.474173232453012e-33,-0.99185854,0.50282955
MAD2L1,-12.249957,-0.6447247,1.6808449109879457e-34,3.499016584033412e-33,-0.93014115,0.52480704
PYCR1,-12.294473,-0.6369378,9.69880630922926e-35,2.034733988562201e-33,-0.918907,0.52890956
CMC2,-12.304243,-0.6418289,8.593847954012051e-35,1.8076174459519617e-33,-0.92596334,0.526329
C19orf48,-12.318134,-0.6057753,7.234845352224869e-35,1.525740102086691e-33,-0.873949,0.5456512
UBE2M,-12.359218,-0.5430515,4.3436525618332503e-35,9.232547826822939e-34,-0.7834577,0.58097273
SMIM4,-12.419116,-0.54136854,2.0582334401038394e-35,4.4213700786485936e-34,-0.7810297,0.58195126
